model name,t50_bld_igg,t60_bld_igg,t70_bld_igg,t80_bld_igg,t90_bld_igg,nseq_bld_igg
IGRP_WF_73_Mc_add_dist,0.28012048192771083,0.2289156626506024,0.18072289156626506,0.08132530120481928,0.045180722891566265,664
IGRP_WF_74_Mc_add_dist,0.125,0.0963855421686747,0.06927710843373494,0.03162650602409638,0.01355421686746988,664
IGRP_WF_75_Mc_add_dist,0.2876506024096386,0.23493975903614459,0.19427710843373494,0.10090361445783133,0.04969879518072289,664
IGRP_WF_76_Mc_add_dist,0.17921686746987953,0.1355421686746988,0.06475903614457831,0.03614457831325301,0.018072289156626505,664
IGRP_WF_77_Mc_add_dist,0.2289156626506024,0.10843373493975904,0.07228915662650602,0.04819277108433735,0.022590361445783132,664
IGRP_WF_78_Mc_add_dist,0.0963855421686747,0.07078313253012049,0.0391566265060241,0.024096385542168676,0.016566265060240965,664
IGRP_WF_79_Mc_add_dist,0.24397590361445784,0.15813253012048192,0.10692771084337349,0.06626506024096386,0.030120481927710843,664
IGRP_WF_7_Kf_add_dist,0.29518072289156627,0.20481927710843373,0.15963855421686746,0.12048192771084337,0.09337349397590361,664
IGRP_WF_80_Mc_add_dist,0.14006024096385541,0.07379518072289157,0.04969879518072289,0.03463855421686747,0.01957831325301205,664
IGRP_WF_81_Mc_add_dist,0.2710843373493976,0.20933734939759036,0.12048192771084337,0.058734939759036146,0.0391566265060241,664
IGRP_WF_82_Mc_add_dist,0.11596385542168675,0.07379518072289157,0.03313253012048193,0.02108433734939759,0.012048192771084338,664
IGRP_WF_83_Mc_add_dist,0.28012048192771083,0.21987951807228914,0.15963855421686746,0.07981927710843373,0.046686746987951805,664
IGRP_WF_84_Mc_add_dist,0.16716867469879518,0.10542168674698796,0.060240963855421686,0.0286144578313253,0.01957831325301205,664
IGRP_WF_85_Mc_add_dist,0.15813253012048192,0.09337349397590361,0.061746987951807226,0.03463855421686747,0.022590361445783132,664
IGRP_WF_86_Mc_add_dist,0.07228915662650602,0.046686746987951805,0.025602409638554216,0.01957831325301205,0.012048192771084338,664
IGRP_WF_87_Mc_add_dist,0.19126506024096385,0.12349397590361445,0.08734939759036145,0.04969879518072289,0.025602409638554216,664
IGRP_WF_88_Mc_add_dist,0.12349397590361445,0.07981927710843373,0.05120481927710843,0.03463855421686747,0.025602409638554216,664
IGRP_WF_89_Mc_add_dist,0.2740963855421687,0.21385542168674698,0.16415662650602408,0.07379518072289157,0.04066265060240964,664
IGRP_WF_8_Kf_add_dist,0.1430722891566265,0.09789156626506024,0.06927710843373494,0.05572289156626506,0.03614457831325301,664
IGRP_WF_90_Mc_add_dist,0.11295180722891567,0.08132530120481928,0.05421686746987952,0.03162650602409638,0.016566265060240965,664
IGRP_WF_91_Mc_add_dist,0.24849397590361447,0.21234939759036145,0.12349397590361445,0.07530120481927711,0.04969879518072289,664
IGRP_WF_92_Mc_add_dist,0.10993975903614457,0.08132530120481928,0.05120481927710843,0.022590361445783132,0.015060240963855422,664
IGRP_WF_93_Mc_add_dist,0.22590361445783133,0.14156626506024098,0.0858433734939759,0.04066265060240964,0.025602409638554216,664
IGRP_WF_94_Mc_add_dist,0.08132530120481928,0.046686746987951805,0.02710843373493976,0.01957831325301205,0.009036144578313253,664
IGRP_WF_95_Mc_add_dist,0.2620481927710843,0.15963855421686746,0.10993975903614457,0.07530120481927711,0.03614457831325301,664
IGRP_WF_96_Mc_add_dist,0.11596385542168675,0.08283132530120482,0.04066265060240964,0.0286144578313253,0.01957831325301205,664
IGRP_WF_9_Kf_add_dist,0.24096385542168675,0.16114457831325302,0.11746987951807229,0.08734939759036145,0.06927710843373494,664
