model name,t50_panc_spt,t60_panc_spt,t70_panc_spt,t80_panc_spt,t90_panc_spt,nseq_panc_spt
IGRP_WF_24_Kf_add_dist,0.2844925883694413,0.2542759407069555,0.2274800456100342,0.1556442417331813,0.13568985176738882,1754
IGRP_WF_25_Kf_add_dist,0.403078677309008,0.3506271379703535,0.27936145952109465,0.24572405929304447,0.153363740022805,1754
IGRP_WF_26_Kf_add_dist,0.2976054732041049,0.2531356898517674,0.24572405929304447,0.19213226909920184,0.11573546180159636,1754
IGRP_WF_27_Kf_add_dist,0.37856328392246297,0.3483466362599772,0.330672748004561,0.2628278221208666,0.19726339794754846,1754
IGRP_WF_28_Kf_add_dist,0.22462941847206386,0.19954389965792474,0.1676168757126568,0.14424173318129987,0.08494868871151653,1754
IGRP_WF_29_Kf_add_dist,0.41961231470923605,0.3996579247434436,0.3540478905359179,0.2274800456100342,0.20581527936145952,1754
IGRP_WF_2_Kf_add_dist,0.18928164196123148,0.16476624857468644,0.15621436716077536,0.14652223489167618,0.09064994298745724,1754
IGRP_WF_30_Kf_add_dist,0.30444697833523376,0.27137970353477764,0.2006841505131129,0.10547320410490307,0.013112884834663626,1754
IGRP_WF_31_Kf_add_dist,0.39110604332953247,0.3272519954389966,0.28278221208665905,0.22805017103762829,0.1733181299885975,1754
IGRP_WF_32_Kf_add_dist,0.29475484606613456,0.26054732041049034,0.18814139110604333,0.15450399087799316,0.11231470923603193,1754
IGRP_WF_33_Mc_add_dist,0.37400228050171036,0.2993158494868871,0.2708095781071836,0.24743443557582667,0.2234891676168757,1754
IGRP_WF_34_Mc_add_dist,0.29304446978335236,0.28164196123147095,0.2645381984036488,0.18814139110604333,0.15051311288483465,1754
IGRP_WF_35_Mc_add_dist,0.34891676168757124,0.3107183580387685,0.2759407069555302,0.2571265678449259,0.2331812998859749,1754
IGRP_WF_36_Mc_add_dist,0.2856328392246294,0.26624857468643104,0.24173318129988597,0.21550741163055873,0.1864310148232611,1754
IGRP_WF_37_Mc_add_dist,0.33238312428734323,0.29247434435575825,0.2571265678449259,0.23888255416191562,0.21094640820980615,1754
IGRP_WF_38_Mc_add_dist,0.28734321550741165,0.2537058152793615,0.22976054732041049,0.17559863169897377,0.13911060433295325,1754
IGRP_WF_39_Mc_add_dist,0.4047890535917902,0.3363740022805017,0.2998859749144812,0.2576966932725199,0.22576966932725198,1754
IGRP_WF_3_Kf_add_dist,0.3483466362599772,0.28335233751425315,0.2708095781071836,0.2491448118586089,0.1966932725199544,1754
IGRP_WF_40_Mc_add_dist,0.31185860889395667,0.2588369441277081,0.2491448118586089,0.22633979475484606,0.16476624857468644,1754
IGRP_WF_41_Mc_add_dist,0.3671607753705815,0.2839224629418472,0.2685290763968073,0.24230330672748004,0.18015963511972635,1754
IGRP_WF_42_Mc_add_dist,0.3255416191562144,0.27137970353477764,0.2377423033067275,0.15450399087799316,0.1419612314709236,1754
IGRP_WF_43_Mc_add_dist,0.3221208665906499,0.2862029646522235,0.26795895096921324,0.2542759407069555,0.2274800456100342,1754
IGRP_WF_44_Mc_add_dist,0.34720638540478904,0.28278221208665905,0.26795895096921324,0.19156214367160776,0.1619156214367161,1754
IGRP_WF_45_Mc_add_dist,0.37229190421892816,0.3112884834663626,0.26795895096921324,0.24287343215507412,0.17616875712656785,1754
IGRP_WF_46_Mc_add_dist,0.3506271379703535,0.27309007981755984,0.2514253135689852,0.22633979475484606,0.1476624857468643,1754
IGRP_WF_47_Mc_add_dist,0.38540478905359177,0.3671607753705815,0.28905359179019385,0.2633979475484607,0.1864310148232611,1754
IGRP_WF_48_Mc_add_dist,0.31185860889395667,0.26795895096921324,0.24002280501710377,0.22063854047890535,0.16476624857468644,1754
IGRP_WF_49_Mc_add_dist,0.3888255416191562,0.28278221208665905,0.2554161915621437,0.23432155074116306,0.18129988597491448,1754
IGRP_WF_4_Kf_add_dist,0.2958950969213227,0.2702394526795895,0.23432155074116306,0.2137970353477765,0.16590649942987457,1754
IGRP_WF_50_Mc_add_dist,0.29418472063854045,0.2645381984036488,0.19213226909920184,0.17445838084378562,0.1419612314709236,1754
IGRP_WF_51_Mc_add_dist,0.38768529076396807,0.3204104903078677,0.2856328392246294,0.25997719498289623,0.23717217787913342,1754
IGRP_WF_52_Mc_add_dist,0.29418472063854045,0.2782212086659065,0.24629418472063855,0.18928164196123148,0.1653363740022805,1754
IGRP_WF_53_Mc_add_dist,0.33751425313568983,0.30957810718358036,0.26225769669327254,0.24002280501710377,0.1750285062713797,1754
IGRP_WF_54_Mc_add_dist,0.28335233751425315,0.250285062713797,0.21664766248574688,0.16989737742303307,0.1459521094640821,1754
IGRP_WF_55_Mc_add_dist,0.3990877993158495,0.31927023945267957,0.28278221208665905,0.2451539338654504,0.22519954389965793,1754
IGRP_WF_56_Mc_add_dist,0.290193842645382,0.2668187001140251,0.23888255416191562,0.21835803876852908,0.16590649942987457,1754
IGRP_WF_57_Mc_add_dist,0.37229190421892816,0.33409350057012543,0.2702394526795895,0.24287343215507412,0.21721778791334093,1754
IGRP_WF_58_Mc_add_dist,0.3244013683010262,0.31185860889395667,0.250285062713797,0.20980615735461802,0.15507411630558723,1754
IGRP_WF_59_Mc_add_dist,0.33979475484606614,0.2879133409350057,0.26738882554161914,0.2531356898517674,0.22805017103762829,1754
IGRP_WF_5_Kf_add_dist,0.4224629418472064,0.2958950969213227,0.26567844925883694,0.23831242873432154,0.17217787913340935,1754
IGRP_WF_60_Mc_add_dist,0.2919042189281642,0.2633979475484607,0.23888255416191562,0.18015963511972635,0.16077537058152794,1754
IGRP_WF_61_Mc_add_dist,0.3506271379703535,0.290193842645382,0.2531356898517674,0.2331812998859749,0.2160775370581528,1754
IGRP_WF_62_Mc_add_dist,0.27936145952109465,0.26567844925883694,0.23090079817559864,0.1733181299885975,0.13683010262257697,1754
IGRP_WF_63_Mc_add_dist,0.34207525655644244,0.30216647662485746,0.2725199543899658,0.250285062713797,0.1830102622576967,1754
IGRP_WF_64_Mc_add_dist,0.3449258836944128,0.31755986316989737,0.24230330672748004,0.22633979475484606,0.20524515393386544,1754
IGRP_WF_65_Mc_add_dist,0.42531356898517675,0.3409350057012543,0.2879133409350057,0.20866590649942987,0.15792474344355759,1754
IGRP_WF_66_Mc_add_dist,0.24800456100342075,0.24230330672748004,0.1847206385404789,0.16077537058152794,0.13911060433295325,1754
IGRP_WF_67_Mc_add_dist,0.43044469783352335,0.3654503990877993,0.33181299885974913,0.27708095781071834,0.233751425313569,1754
IGRP_WF_68_Mc_add_dist,0.2856328392246294,0.24800456100342075,0.19555302166476624,0.18015963511972635,0.14937286202964653,1754
IGRP_WF_69_Mc_add_dist,0.3979475484606613,0.31014823261117447,0.2594070695553022,0.16818700114025084,0.14424173318129987,1754
IGRP_WF_6_Kf_add_dist,0.27309007981755984,0.24743443557582667,0.22576966932725198,0.161345496009122,0.10376282782212087,1754
IGRP_WF_70_Mc_add_dist,0.24743443557582667,0.21835803876852908,0.20125427594070697,0.1733181299885975,0.06385404789053592,1754
IGRP_WF_71_Mc_add_dist,0.31356898517673887,0.29646522234891676,0.24458380843785632,0.22976054732041049,0.1499429874572406,1754
IGRP_WF_72_Mc_add_dist,0.26396807297605474,0.23831242873432154,0.16590649942987457,0.14139110604332952,0.1265678449258837,1754
IGRP_WF_73_Mc_add_dist,0.4258836944127708,0.4127708095781072,0.30444697833523376,0.2348916761687571,0.18814139110604333,1754
IGRP_WF_74_Mc_add_dist,0.2993158494868871,0.2537058152793615,0.22462941847206386,0.20011402508551882,0.14139110604332952,1754
IGRP_WF_75_Mc_add_dist,0.42702394526795895,0.36659064994298746,0.3346636259977195,0.2765108323831243,0.20125427594070697,1754
IGRP_WF_76_Mc_add_dist,0.31755986316989737,0.26738882554161914,0.2377423033067275,0.17274800456100342,0.13740022805017105,1754
IGRP_WF_77_Mc_add_dist,0.4064994298745724,0.33409350057012543,0.27765108323831245,0.2291904218928164,0.14139110604332952,1754
IGRP_WF_78_Mc_add_dist,0.3010262257696693,0.2348916761687571,0.22006841505131128,0.18928164196123148,0.12884834663625996,1754
IGRP_WF_79_Mc_add_dist,0.4127708095781072,0.3426453819840365,0.29475484606613456,0.23660205245153934,0.19213226909920184,1754
IGRP_WF_7_Kf_add_dist,0.4492588369441277,0.3757126567844926,0.29304446978335236,0.2628278221208666,0.20011402508551882,1754
IGRP_WF_80_Mc_add_dist,0.3261117445838084,0.290193842645382,0.2291904218928164,0.20125427594070697,0.13854047890535917,1754
IGRP_WF_81_Mc_add_dist,0.4241733181299886,0.36088939566704675,0.28335233751425315,0.21265678449258837,0.16419612314709237,1754
IGRP_WF_82_Mc_add_dist,0.26966932725199544,0.2394526795895097,0.18244013683010263,0.14538198403648803,0.13112884834663627,1754
IGRP_WF_83_Mc_add_dist,0.4281641961231471,0.34207525655644244,0.27765108323831245,0.2525655644241733,0.1733181299885975,1754
IGRP_WF_84_Mc_add_dist,0.3072976054732041,0.2571265678449259,0.233751425313569,0.15849486887115166,0.14082098061573547,1754
IGRP_WF_85_Mc_add_dist,0.39110604332953247,0.27765108323831245,0.24686431014823262,0.20524515393386544,0.14082098061573547,1754
IGRP_WF_86_Mc_add_dist,0.24686431014823262,0.2217787913340935,0.15507411630558723,0.13968072976054732,0.04104903078677309,1754
IGRP_WF_87_Mc_add_dist,0.3637400228050171,0.2896237172177879,0.24800456100342075,0.1864310148232611,0.15108323831242873,1754
IGRP_WF_88_Mc_add_dist,0.2936145952109464,0.2559863169897377,0.2160775370581528,0.15792474344355759,0.14823261117445838,1754
IGRP_WF_89_Mc_add_dist,0.42474344355758265,0.41391106043329534,0.2844925883694413,0.2537058152793615,0.16704675028506272,1754
IGRP_WF_8_Kf_add_dist,0.3033067274800456,0.2531356898517674,0.23660205245153934,0.17103762827822122,0.1676168757126568,1754
IGRP_WF_90_Mc_add_dist,0.30957810718358036,0.24173318129988597,0.2217787913340935,0.1887115165336374,0.13511972633979474,1754
IGRP_WF_91_Mc_add_dist,0.4218928164196123,0.3517673888255416,0.3221208665906499,0.2519954389965792,0.21094640820980615,1754
IGRP_WF_92_Mc_add_dist,0.2879133409350057,0.2394526795895097,0.21664766248574688,0.16590649942987457,0.13340935005701254,1754
IGRP_WF_93_Mc_add_dist,0.40935005701254273,0.33808437856328394,0.2548460661345496,0.2314709236031927,0.15108323831242873,1754
IGRP_WF_94_Mc_add_dist,0.2862029646522235,0.23090079817559864,0.21265678449258837,0.18586088939566706,0.08779931584948689,1754
IGRP_WF_95_Mc_add_dist,0.42930444697833525,0.34891676168757124,0.3272519954389966,0.2519954389965792,0.2103762827822121,1754
IGRP_WF_96_Mc_add_dist,0.3215507411630559,0.3072976054732041,0.22805017103762829,0.21094640820980615,0.1419612314709236,1754
IGRP_WF_9_Kf_add_dist,0.35689851767388825,0.27765108323831245,0.2628278221208666,0.24401368301026224,0.2234891676168757,1754
